Fylke,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Ukjent,rep_date,sequence_id,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-08-04,63,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,2,0,1,0,0,0,0,0,2020-08-05,64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,1,0,0,0,0,2020-08-06,65,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,1,0,0,0,0,0,0,2020-08-12,66,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,3,1,0,0,0,0,0,0,2020-08-13,67,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,1,0,0,0,0,0,2020-08-14,68,0.0,0.0,-2.0,-1.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,3,0,2,0,0,0,0,0,2020-08-15,69,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,2,0,2,1,0,0,0,0,2020-08-16,70,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,4,0,2,1,0,0,0,0,2020-08-17,71,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,1,0,0,0,0,0,2020-08-18,72,0.0,0.0,-3.0,0.0,-1.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,2,0,0,0,0,0,0,0,2020-08-19,73,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,2,0,0,0,0,0,0,0,2020-08-20,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-08-21,75,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-08-23,76,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-08-24,77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,1,2,0,0,0,0,0,2020-08-25,78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-08-26,79,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,1,0,0,0,0,0,0,2020-08-27,80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-08-28,81,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-08-30,82,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-08-31,83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-09-01,84,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,3,1,0,0,0,0,0,2020-09-03,85,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,1,0,0,0,0,2020-09-04,86,0.0,0.0,1.0,-3.0,-1.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-09-05,87,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,2,0,0,0,0,0,0,0,2020-09-06,88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,1,2,0,1,0,0,0,0,0,2020-09-07,89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,1,1,1,0,0,0,0,2020-09-08,90,0.0,-1.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-09,91,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-10,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-11,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-12,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-13,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,1,1,1,3,0,0,0,0,0,2020-09-14,96,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-15,97,0.0,-1.0,-1.0,-1.0,-3.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,1,0,0,0,0,2020-09-16,98,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-17,99,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-18,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-19,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-09-20,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-09-21,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,2,1,0,0,0,0,0,2020-09-22,104,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-09-23,105,0.0,0.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-09-24,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-25,107,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,2,0,0,0,0,0,2020-09-26,108,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,2,0,0,0,0,0,2020-09-27,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-28,110,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,1,0,1,0,0,0,0,2020-09-29,111,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-09-30,112,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-10-01,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-10-02,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,4,1,1,1,0,0,0,2020-10-03,115,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0
Ukjent fylke,0,0,2,5,2,1,1,0,0,0,2020-10-04,116,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,3,8,4,2,2,0,0,0,2020-10-05,117,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
Ukjent fylke,0,0,1,4,6,4,0,0,0,0,2020-10-06,118,0.0,0.0,-2.0,-4.0,2.0,2.0,-2.0,0.0,0.0
Ukjent fylke,0,1,3,3,9,4,1,0,0,0,2020-10-07,119,0.0,1.0,2.0,-1.0,3.0,0.0,1.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-10-08,120,0.0,-1.0,-3.0,-3.0,-8.0,-4.0,-1.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-10-09,121,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,1,1,0,0,0,0,0,2020-10-10,122,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,1,4,1,0,0,0,0,2020-10-11,123,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,3,5,3,0,0,0,0,0,2020-10-15,124,0.0,0.0,2.0,4.0,-1.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,5,4,5,2,0,0,0,0,2020-10-16,125,0.0,0.0,2.0,-1.0,2.0,2.0,0.0,0.0,0.0
Ukjent fylke,0,0,5,6,6,3,0,0,0,0,2020-10-17,126,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,4,7,6,4,0,0,0,0,2020-10-18,127,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,4,8,6,3,1,0,0,0,2020-10-19,128,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0
Ukjent fylke,0,0,6,11,11,4,1,0,0,0,2020-10-20,129,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,11,14,19,7,1,0,0,0,2020-10-21,130,0.0,0.0,5.0,3.0,8.0,3.0,0.0,0.0,0.0
Ukjent fylke,0,0,13,12,16,8,1,0,0,0,2020-10-22,131,0.0,0.0,2.0,-2.0,-3.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,12,16,21,8,1,0,0,0,2020-10-23,132,0.0,0.0,-1.0,4.0,5.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,2,13,14,17,7,0,0,0,0,2020-10-24,133,0.0,2.0,1.0,-2.0,-4.0,-1.0,-1.0,0.0,0.0
Ukjent fylke,0,2,10,16,16,7,0,0,0,0,2020-10-25,134,0.0,0.0,-3.0,2.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,2,14,24,19,9,1,0,0,0,2020-10-27,135,0.0,0.0,4.0,8.0,3.0,2.0,1.0,0.0,0.0
Vestfold og Telemark,4,10,36,44,49,59,30,30,19,0,2020-05-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,10,36,44,49,59,30,30,19,0,2020-05-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,11,36,44,49,59,30,30,19,0,2020-05-18,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,11,36,44,49,59,30,30,19,0,2020-05-19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,11,36,44,49,59,30,30,19,0,2020-05-20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,11,37,44,50,59,30,30,19,0,2020-05-22,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,30,19,0,2020-05-24,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,30,19,0,2020-05-25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,30,19,0,2020-05-26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-05-27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-05-28,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-05-29,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-05-30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-06-01,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-06-02,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,50,59,30,31,19,0,2020-06-03,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,51,59,30,31,19,0,2020-06-04,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,38,44,51,59,30,31,19,0,2020-06-05,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,39,45,51,59,30,31,19,0,2020-06-07,18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,39,45,51,59,30,31,19,0,2020-06-08,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-09,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-11,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-12,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-14,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-15,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,4,12,40,45,51,59,30,31,19,0,2020-06-16,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,40,45,51,59,30,31,19,0,2020-06-17,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,41,45,51,59,30,31,19,0,2020-06-18,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,41,45,51,59,30,31,19,0,2020-06-19,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,41,45,51,59,30,31,19,0,2020-06-20,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-21,31,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-22,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-23,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-24,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-25,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-27,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-28,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-29,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,30,31,19,0,2020-06-30,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,12,43,46,51,59,31,31,19,0,2020-07-02,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vestfold og Telemark,5,11,43,46,51,59,31,31,19,0,2020-07-03,41,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,51,59,31,31,19,0,2020-07-04,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,52,59,31,31,19,0,2020-07-06,43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,52,60,31,31,19,0,2020-07-07,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-09,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-10,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-11,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-13,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-14,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-16,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-17,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-18,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,31,32,19,0,2020-07-20,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,30,32,19,0,2020-07-22,55,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,60,30,32,19,0,2020-07-23,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,61,30,32,19,0,2020-07-24,57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,44,46,53,61,30,32,19,0,2020-07-25,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,45,46,53,61,30,32,19,0,2020-07-26,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,45,46,53,62,32,32,19,0,2020-07-28,60,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Vestfold og Telemark,5,11,46,47,53,62,32,32,19,0,2020-07-29,61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,48,50,53,63,32,32,19,0,2020-08-02,62,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,5,11,49,50,53,63,32,32,19,0,2020-08-04,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,6,11,49,50,53,63,32,32,19,0,2020-08-05,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,6,11,49,50,53,63,32,32,19,0,2020-08-06,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,6,13,57,54,55,64,32,32,19,0,2020-08-12,66,0.0,2.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,6,13,57,54,55,64,32,32,19,0,2020-08-13,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,6,13,57,56,57,64,32,32,19,0,2020-08-14,68,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,6,13,59,56,57,64,32,32,19,0,2020-08-15,69,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,6,14,59,56,58,65,32,32,19,0,2020-08-16,70,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,6,14,59,57,59,65,32,32,19,0,2020-08-17,71,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,7,14,60,58,59,65,32,32,19,0,2020-08-18,72,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,14,60,58,59,65,32,31,19,0,2020-08-19,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Vestfold og Telemark,9,14,60,58,59,66,32,31,19,0,2020-08-20,74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,9,14,60,58,60,66,32,31,19,0,2020-08-21,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,14,61,58,60,66,32,31,19,0,2020-08-23,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,14,61,58,60,66,32,31,19,0,2020-08-24,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,15,62,58,60,66,32,31,19,0,2020-08-25,78,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,62,58,60,67,33,31,19,0,2020-08-26,79,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Vestfold og Telemark,8,15,62,58,60,67,34,31,19,0,2020-08-27,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vestfold og Telemark,8,15,62,58,60,67,34,31,19,0,2020-08-28,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,63,58,61,67,34,31,19,0,2020-08-30,82,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,63,58,61,67,34,31,19,0,2020-08-31,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,65,59,61,68,34,32,19,0,2020-09-01,84,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
Vestfold og Telemark,8,15,66,60,60,69,34,32,19,0,2020-09-03,85,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,67,61,60,69,34,32,19,0,2020-09-04,86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,67,61,60,69,34,32,19,0,2020-09-05,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,67,62,60,69,34,32,19,0,2020-09-06,88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,67,62,60,69,34,32,19,0,2020-09-07,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,69,62,60,69,34,32,19,0,2020-09-08,90,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,69,62,61,70,34,32,19,0,2020-09-09,91,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,71,64,62,70,34,32,19,0,2020-09-10,92,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,15,74,65,62,70,34,32,19,0,2020-09-11,93,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,16,74,65,62,70,34,32,19,0,2020-09-12,94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,16,74,65,62,70,34,32,19,0,2020-09-13,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,8,16,75,66,62,71,34,32,19,0,2020-09-14,96,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,8,16,74,65,62,71,34,32,19,0,2020-09-15,97,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,16,73,66,62,73,34,32,19,0,2020-09-16,98,1.0,0.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0
Vestfold og Telemark,9,16,74,68,62,75,34,32,19,0,2020-09-17,99,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Vestfold og Telemark,9,16,76,68,62,75,34,32,19,0,2020-09-18,100,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,77,68,62,75,34,33,19,0,2020-09-19,101,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Vestfold og Telemark,9,17,78,68,62,75,34,33,19,0,2020-09-20,102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,80,68,62,75,34,33,19,0,2020-09-21,103,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,79,68,63,76,34,33,19,0,2020-09-22,104,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,81,68,64,76,34,33,19,0,2020-09-23,105,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,81,68,65,77,34,35,19,0,2020-09-24,106,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
Vestfold og Telemark,9,17,82,68,66,78,34,35,19,0,2020-09-25,107,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,82,68,66,79,34,35,19,0,2020-09-26,108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vestfold og Telemark,9,17,82,69,66,79,34,35,19,0,2020-09-27,109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
