Fylke,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Ukjent,rep_date,sequence_id,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8
Trøndelag,22,55,82,74,83,103,50,55,12,0,2020-05-28,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,82,74,83,103,50,55,12,0,2020-05-29,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,74,83,103,50,55,12,0,2020-05-30,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,74,83,103,50,55,12,0,2020-06-01,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,74,83,103,50,55,12,0,2020-06-02,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,74,83,103,50,55,12,0,2020-06-03,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,74,83,103,50,55,12,0,2020-06-04,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,74,83,103,50,55,12,0,2020-06-05,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,73,83,103,50,55,12,0,2020-06-07,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,83,73,83,103,50,55,12,0,2020-06-08,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-09,20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-11,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-12,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-14,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,82,73,83,103,50,55,12,0,2020-06-15,25,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,82,73,83,103,50,55,12,0,2020-06-16,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,82,73,83,103,50,55,12,0,2020-06-17,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-18,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-19,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,73,83,103,50,55,12,0,2020-06-20,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,74,83,103,50,55,12,0,2020-06-21,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,74,83,103,50,55,12,0,2020-06-22,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,83,74,83,103,50,55,12,0,2020-06-23,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,85,74,83,103,50,55,12,0,2020-06-24,34,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,85,74,83,103,50,55,12,0,2020-06-25,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,84,74,83,103,50,55,12,0,2020-06-27,36,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,84,74,83,103,50,55,12,0,2020-06-28,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,84,74,83,103,50,55,12,0,2020-06-29,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,84,74,83,103,50,55,12,0,2020-06-30,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,84,74,83,103,50,55,12,0,2020-07-02,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,54,84,74,83,103,50,55,11,0,2020-07-03,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Trøndelag,22,55,85,75,83,103,50,55,11,0,2020-07-04,42,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,103,50,55,11,0,2020-07-06,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,103,51,55,11,0,2020-07-07,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trøndelag,22,55,85,75,83,103,51,55,11,0,2020-07-09,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,103,51,55,11,0,2020-07-10,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,104,51,55,11,0,2020-07-11,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,104,51,55,11,0,2020-07-13,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,104,51,55,11,0,2020-07-14,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,83,104,51,55,11,0,2020-07-15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,84,104,51,55,11,0,2020-07-16,51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,85,75,84,104,51,55,11,0,2020-07-17,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,86,76,85,104,51,55,11,0,2020-07-18,53,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,86,76,86,104,51,55,11,0,2020-07-20,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,87,75,85,104,51,55,11,0,2020-07-22,55,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
Trøndelag,22,55,87,75,86,104,51,55,11,0,2020-07-23,56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,22,57,87,75,87,104,51,55,11,0,2020-07-24,57,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,22,57,87,75,87,104,51,55,11,0,2020-07-25,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,57,87,75,87,104,52,55,11,0,2020-07-26,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trøndelag,22,57,87,75,87,105,52,55,11,0,2020-07-28,60,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,22,57,88,76,87,105,52,55,11,0,2020-07-29,61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,22,57,89,77,88,105,52,55,11,0,2020-08-02,62,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,23,57,89,77,88,105,52,56,11,0,2020-08-04,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Trøndelag,24,57,89,77,88,106,52,56,11,0,2020-08-05,64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,24,57,89,77,88,106,52,58,12,0,2020-08-06,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Trøndelag,25,59,95,81,91,110,53,58,12,0,2020-08-12,66,1.0,2.0,6.0,4.0,3.0,4.0,1.0,0.0,0.0
Trøndelag,26,59,96,81,91,110,53,58,12,0,2020-08-13,67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,26,59,96,81,91,111,53,58,12,0,2020-08-14,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,26,60,96,81,92,111,53,58,12,0,2020-08-15,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,26,60,98,81,94,111,54,58,12,0,2020-08-16,70,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
Trøndelag,26,60,98,81,94,111,54,58,12,0,2020-08-17,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,27,62,98,83,96,111,54,58,12,0,2020-08-18,72,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Trøndelag,28,62,98,85,97,111,54,58,12,0,2020-08-19,73,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,28,63,98,87,97,112,55,58,12,0,2020-08-20,74,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Trøndelag,28,63,98,89,99,112,55,58,12,0,2020-08-21,75,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Trøndelag,29,63,98,91,100,112,56,59,12,0,2020-08-23,76,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
Trøndelag,29,63,98,91,100,112,56,59,12,0,2020-08-24,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,64,98,91,100,112,56,59,12,0,2020-08-25,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,64,99,91,100,112,56,59,12,0,2020-08-26,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,99,91,100,112,56,59,12,0,2020-08-27,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,100,91,100,112,56,59,12,0,2020-08-28,81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,100,91,101,113,56,59,12,0,2020-08-30,82,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Trøndelag,29,65,100,91,101,113,56,59,12,0,2020-08-31,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,100,91,101,113,56,59,12,0,2020-09-01,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,101,91,101,113,56,59,12,0,2020-09-03,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,101,91,101,113,56,59,12,0,2020-09-04,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,101,91,102,113,57,59,12,0,2020-09-05,87,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Trøndelag,29,66,101,91,102,113,57,59,12,0,2020-09-06,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,65,101,91,102,113,57,59,12,0,2020-09-06,89,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,66,101,91,102,113,57,59,12,0,2020-09-07,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,67,102,91,102,114,57,59,12,0,2020-09-08,91,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,29,68,102,91,103,114,58,59,12,0,2020-09-09,92,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Trøndelag,29,68,103,91,103,114,58,59,12,0,2020-09-10,93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,103,91,106,114,58,59,12,0,2020-09-11,94,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,105,91,104,114,58,59,12,0,2020-09-12,95,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,106,91,104,114,59,59,12,0,2020-09-13,96,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Trøndelag,29,68,107,91,104,114,59,59,12,0,2020-09-14,97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,111,92,105,114,59,59,12,0,2020-09-15,98,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,109,92,105,114,60,59,12,0,2020-09-16,99,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0
Trøndelag,29,68,111,92,105,115,60,59,12,0,2020-09-17,100,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,29,68,111,92,105,115,60,59,12,0,2020-09-18,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,112,93,105,116,60,59,12,0,2020-09-19,102,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,29,68,113,93,105,116,60,59,12,0,2020-09-20,103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,114,93,105,116,62,59,12,0,2020-09-21,104,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Trøndelag,29,68,114,93,105,116,62,59,12,0,2020-09-22,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,114,95,105,116,62,59,12,0,2020-09-23,106,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,116,95,105,116,62,59,12,0,2020-09-24,107,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,116,100,105,116,62,59,12,0,2020-09-25,108,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,116,100,105,116,62,59,12,0,2020-09-26,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,29,68,117,100,105,117,62,59,12,0,2020-09-27,110,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,29,68,118,101,105,118,62,59,12,0,2020-09-28,111,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,29,68,118,101,105,119,62,59,12,0,2020-09-29,112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,30,69,122,102,106,119,62,59,12,0,2020-09-30,113,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,30,69,122,102,106,119,62,59,12,0,2020-10-01,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,30,69,128,104,107,120,62,59,12,0,2020-10-02,115,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0
Trøndelag,30,69,131,105,108,120,62,59,13,0,2020-10-03,116,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
Trøndelag,30,69,131,106,109,120,62,59,13,0,2020-10-04,117,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,31,69,131,106,109,120,62,59,13,0,2020-10-05,118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,31,69,131,106,108,122,62,59,14,0,2020-10-06,119,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,1.0
Trøndelag,31,69,137,108,110,122,62,59,14,0,2020-10-07,120,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0
Trøndelag,31,69,142,109,110,122,62,59,14,0,2020-10-08,121,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,31,69,146,109,110,123,62,59,14,0,2020-10-09,122,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,31,69,148,109,110,124,62,59,14,0,2020-10-10,123,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Trøndelag,31,69,153,110,111,124,62,59,14,0,2020-10-11,124,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,31,72,160,110,112,130,62,59,14,0,2020-10-15,125,0.0,3.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0
Trøndelag,31,74,163,111,114,133,63,59,14,0,2020-10-16,126,0.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0
Trøndelag,31,74,169,111,114,133,63,59,14,0,2020-10-17,127,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Trøndelag,31,74,170,113,116,135,63,59,14,0,2020-10-18,128,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Trøndelag,31,75,172,114,117,135,63,59,14,0,2020-10-19,129,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Trøndelag,32,76,172,116,118,136,64,59,14,0,2020-10-20,130,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
Trøndelag,32,77,172,118,122,137,65,59,15,0,2020-10-21,131,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0
Trøndelag,32,79,175,120,124,137,65,62,15,0,2020-10-22,132,0.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0
Trøndelag,32,80,176,120,124,138,65,65,15,0,2020-10-23,133,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Trøndelag,32,80,177,121,125,139,65,65,15,0,2020-10-24,134,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Trøndelag,33,80,182,124,127,139,68,66,15,0,2020-10-25,135,1.0,0.0,5.0,3.0,2.0,0.0,3.0,1.0,0.0
Trøndelag,33,81,186,128,129,138,70,66,16,0,2020-10-27,136,0.0,1.0,4.0,4.0,2.0,-1.0,2.0,0.0,1.0
Ukjent fylke,0,0,0,0,0,0,0,1,0,0,2020-05-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,1,0,0,0,0,0,2020-05-16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0
Ukjent fylke,0,0,1,0,1,0,0,0,0,0,2020-05-18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-05-19,3,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-05-20,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-05-22,5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-05-24,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-05-25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-05-26,8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-05-27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,1,0,0,0,2020-05-28,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-05-29,11,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-05-30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-01,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-02,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,1,0,0,0,0,2020-06-03,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-06-04,16,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-06-05,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,1,0,0,0,2020-06-07,18,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,1,0,0,0,2020-06-08,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-06-09,20,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-10,21,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-06-11,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-12,23,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-14,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-15,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-16,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-17,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-18,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-19,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-20,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-21,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-22,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-23,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-06-24,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-06-25,35,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-06-27,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-06-28,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,1,0,0,0,0,0,2020-06-29,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-06-30,39,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-02,40,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,1,0,0,0,2020-07-03,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,1,0,0,0,2020-07-04,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,1,0,1,0,0,0,2020-07-06,43,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,0,0,0,0,0,0,0,2020-07-07,44,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-09,45,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-10,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-11,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-13,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-14,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-16,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-17,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-18,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-20,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-22,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-23,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-24,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-25,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-26,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-28,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,0,0,0,0,0,0,0,0,2020-07-29,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukjent fylke,0,0,1,1,1,0,0,0,0,0,2020-08-02,62,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
